Date,Country,Latitude,Longitude,Temperature,Humidity
2013-04-01,New Zealand,-40.9006,174.886,10.58,84.85
2013-05-01,United States,37.0902,-95.7129,20.43,72.96
2013-05-01,Canada,56.1304,-106.3468,5.19,90.01
2013-05-01,Brazil,-14.235,-51.9253,22.95,59.15
2013-05-01,United Kingdom,55.3781,-3.436,14.79,75.31
2013-05-01,Germany,51.1657,10.4515,16.17,71.90
2013-05-01,India,20.5937,78.9629,29.09,55.11
2013-05-01,China,35.8617,104.1954,22.05,66.25
2013-05-01,Australia,-25.2744,133.7751,16.10,77.75
2013-05-01,South Africa,-30.5595,22.9375,12.93,73.42
2013-05-01,Russia,61.524,105.3188,6.43,84.55
2013-05-01,Japan,36.2048,138.2529,21.76,70.59
2013-05-01,Argentina,-38.4161,-63.6167,8.68,85.47
2013-05-01,France,46.2276,2.2137,15.45,80.82
2013-05-01,Italy,41.8719,12.5674,19.93,74.59
2013-05-01,Spain,40.4637,-3.7492,22.12,66.57
2013-05-01,Mexico,23.6345,-102.5528,24.77,59.21
2013-05-01,Indonesia,-0.7893,113.9213,26.17,56.70
2013-05-01,Nigeria,9.082,8.6753,28.17,62.79
2013-05-01,Egypt,26.8206,30.8025,27.12,62.31
2013-05-01,Saudi Arabia,23.8859,45.0792,32.05,47.72
2013-05-01,Sweden,60.1282,18.6435,11.39,86.08
2013-05-01,Norway,60.472,8.4689,9.23,85.88
2013-05-01,Chile,-35.6751,-71.543,7.50,78.16
2013-05-01,New Zealand,-40.9006,174.886,6.98,85.22
2013-06-01,United States,37.0902,-95.7129,24.63,68.11
2013-06-01,Canada,56.1304,-106.3468,11.44,74.72
2013-06-01,Brazil,-14.235,-51.9253,20.18,74.07
2013-06-01,United Kingdom,55.3781,-3.436,18.87,67.79
2013-06-01,Germany,51.1657,10.4515,19.43,72.10
2013-06-01,India,20.5937,78.9629,33.19,53.71
2013-06-01,China,35.8617,104.1954,30.67,62.49
2013-06-01,Australia,-25.2744,133.7751,13.95,78.42
2013-06-01,South Africa,-30.5595,22.9375,10.95,86.31
2013-06-01,Russia,61.524,105.3188,16.70,74.88
2013-06-01,Japan,36.2048,138.2529,26.48,56.38
2013-06-01,Argentina,-38.4161,-63.6167,6.09,86.22
2013-06-01,France,46.2276,2.2137,19.29,75.92
2013-06-01,Italy,41.8719,12.5674,23.57,60.70
2013-06-01,Spain,40.4637,-3.7492,24.82,60.69
2013-06-01,Mexico,23.6345,-102.5528,29.23,55.74
2013-06-01,Indonesia,-0.7893,113.9213,25.55,58.83
2013-06-01,Nigeria,9.082,8.6753,31.74,50.97
2013-06-01,Egypt,26.8206,30.8025,31.36,55.07
2013-06-01,Saudi Arabia,23.8859,45.0792,38.24,48.71
2013-06-01,Sweden,60.1282,18.6435,17.90,72.69
2013-06-01,Norway,60.472,8.4689,15.78,69.80
2013-06-01,Chile,-35.6751,-71.543,4.54,87.15
2013-06-01,New Zealand,-40.9006,174.886,4.18,82.77
2013-07-01,United States,37.0902,-95.7129,26.93,54.66
2013-07-01,Canada,56.1304,-106.3468,15.98,73.20
2013-07-01,Brazil,-14.235,-51.9253,20.90,74.54
2013-07-01,United Kingdom,55.3781,-3.436,19.34,68.56
2013-07-01,Germany,51.1657,10.4515,19.91,73.91
2013-07-01,India,20.5937,78.9629,34.01,59.13
2013-07-01,China,35.8617,104.1954,31.30,50.79
2013-07-01,Australia,-25.2744,133.7751,12.35,78.47
2013-07-01,South Africa,-30.5595,22.9375,10.80,82.51
2013-07-01,Russia,61.524,105.3188,20.89,66.06
2013-07-01,Japan,36.2048,138.2529,26.18,62.65
2013-07-01,Argentina,-38.4161,-63.6167,3.92,93.57
2013-07-01,France,46.2276,2.2137,20.61,65.39
2013-07-01,Italy,41.8719,12.5674,27.15,61.80
2013-07-01,Spain,40.4637,-3.7492,27.75,53.26
2013-07-01,Mexico,23.6345,-102.5528,28.52,64.90
2013-07-01,Indonesia,-0.7893,113.9213,25.50,62.50
2013-07-01,Nigeria,9.082,8.6753,30.64,53.50
2013-07-01,Egypt,26.8206,30.8025,33.08,51.96
2013-07-01,Saudi Arabia,23.8859,45.0792,40.46,37.94
2013-07-01,Sweden,60.1282,18.6435,21.00,67.13
2013-07-01,Norway,60.472,8.4689,16.42,74.93
2013-07-01,Chile,-35.6751,-71.543,5.00,92.90
2013-07-01,New Zealand,-40.9006,174.886,3.90,89.37
2013-08-01,United States,37.0902,-95.7129,25.11,64.66
2013-08-01,Canada,56.1304,-106.3468,11.90,74.51
2013-08-01,Brazil,-14.235,-51.9253,21.81,73.11
2013-08-01,United Kingdom,55.3781,-3.436,19.35,66.62
2013-08-01,Germany,51.1657,10.4515,19.20,76.33
2013-08-01,India,20.5937,78.9629,33.48,51.50
2013-08-01,China,35.8617,104.1954,29.36,53.89
2013-08-01,Australia,-25.2744,133.7751,13.71,72.67
2013-08-01,South Africa,-30.5595,22.9375,12.20,74.26
2013-08-01,Russia,61.524,105.3188,16.61,65.74
2013-08-01,Japan,36.2048,138.2529,24.49,64.87
2013-08-01,Argentina,-38.4161,-63.6167,6.44,86.17
2013-08-01,France,46.2276,2.2137,19.42,67.81
2013-08-01,Italy,41.8719,12.5674,25.34,59.15
2013-08-01,Spain,40.4637,-3.7492,25.62,65.04
2013-08-01,Mexico,23.6345,-102.5528,29.01,64.99
2013-08-01,Indonesia,-0.7893,113.9213,26.02,69.24
2013-08-01,Nigeria,9.082,8.6753,29.50,52.15
2013-08-01,Egypt,26.8206,30.8025,30.61,56.37
2013-08-01,Saudi Arabia,23.8859,45.0792,36.87,45.41
2013-08-01,Sweden,60.1282,18.6435,19.91,62.31
2013-08-01,Norway,60.472,8.4689,16.18,73.29
2013-08-01,Chile,-35.6751,-71.543,4.39,93.95
2013-08-01,New Zealand,-40.9006,174.886,4.33,87.32
2013-09-01,United States,37.0902,-95.7129,20.11,63.58
2013-09-01,Canada,56.1304,-106.3468,4.21,89.86
2013-09-01,Brazil,-14.235,-51.9253,21.71,69.74
2013-09-01,United Kingdom,55.3781,-3.436,14.84,68.89
2013-09-01,Germany,51.1657,10.4515,14.99,72.29
2013-09-01,India,20.5937,78.9629,29.12,63.02
2013-09-01,China,35.8617,104.1954,23.26,67.33
2013-09-01,Australia,-25.2744,133.7751,18.29,75.89
2013-09-01,South Africa,-30.5595,22.9375,13.70,69.16
2013-09-01,Russia,61.524,105.3188,8.13,89.78
2013-09-01,Japan,36.2048,138.2529,21.98,68.30
2013-09-01,Argentina,-38.4161,-63.6167,9.70,80.44
2013-09-01,France,46.2276,2.2137,15.52,71.53
2013-09-01,Italy,41.8719,12.5674,19.91,75.42
2013-09-01,Spain,40.4637,-3.7492,19.98,66.30
2013-09-01,Mexico,23.6345,-102.5528,24.37,70.48
2013-09-01,Indonesia,-0.7893,113.9213,26.02,66.25
2013-09-01,Nigeria,9.082,8.6753,30.02,60.69
2013-09-01,Egypt,26.8206,30.8025,28.30,54.14
2013-09-01,Saudi Arabia,23.8859,45.0792,32.11,56.81
2013-09-01,Sweden,60.1282,18.6435,12.39,72.70
2013-09-01,Norway,60.472,8.4689,10.54,78.29
2013-09-01,Chile,-35.6751,-71.543,7.99,76.73
2013-09-01,New Zealand,-40.9006,174.886,6.98,90.12
2013-10-01,United States,37.0902,-95.7129,11.02,86.37
2013-10-01,Canada,56.1304,-106.3468,-4.81,99.03
2013-10-01,Brazil,-14.235,-51.9253,25.94,57.05
2013-10-01,United Kingdom,55.3781,-3.436,11.17,80.01
2013-10-01,Germany,51.1657,10.4515,8.98,78.39
2013-10-01,India,20.5937,78.9629,24.20,61.57
2013-10-01,China,35.8617,104.1954,14.35,76.57
2013-10-01,Australia,-25.2744,133.7751,22.76,65.16
2013-10-01,South Africa,-30.5595,22.9375,17.30,78.40
2013-10-01,Russia,61.524,105.3188,-5.03,100.00
2013-10-01,Japan,36.2048,138.2529,15.30,69.53
2013-10-01,Argentina,-38.4161,-63.6167,14.95,76.35
2013-10-01,France,46.2276,2.2137,10.41,76.92
2013-10-01,Italy,41.8719,12.5674,14.26,68.46
2013-10-01,Spain,40.4637,-3.7492,15.38,67.47
2013-10-01,Mexico,23.6345,-102.5528,22.33,64.90
2013-10-01,Indonesia,-0.7893,113.9213,27.35,60.38
2013-10-01,Nigeria,9.082,8.6753,27.94,54.18
2013-10-01,Egypt,26.8206,30.8025,22.86,63.42
2013-10-01,Saudi Arabia,23.8859,45.0792,24.03,59.66
2013-10-01,Sweden,60.1282,18.6435,2.87,87.73
2013-10-01,Norway,60.472,8.4689,3.35,93.01
2013-10-01,Chile,-35.6751,-71.543,11.39,79.59
2013-10-01,New Zealand,-40.9006,174.886,10.09,76.86
2013-11-01,United States,37.0902,-95.7129,4.55,80.39
2013-11-01,Canada,56.1304,-106.3468,-13.83,100.00
2013-11-01,Brazil,-14.235,-51.9253,28.78,56.31
2013-11-01,United Kingdom,55.3781,-3.436,4.57,93.23
2013-11-01,Germany,51.1657,10.4515,3.32,85.27
2013-11-01,India,20.5937,78.9629,17.89,75.67
2013-11-01,China,35.8617,104.1954,4.39,84.78
2013-11-01,Australia,-25.2744,133.7751,27.49,54.91
2013-11-01,South Africa,-30.5595,22.9375,22.53,71.99
2013-11-01,Russia,61.524,105.3188,-17.46,100.00
2013-11-01,Japan,36.2048,138.2529,9.64,77.49
2013-11-01,Argentina,-38.4161,-63.6167,18.48,69.16
2013-11-01,France,46.2276,2.2137,5.25,83.49
2013-11-01,Italy,41.8719,12.5674,7.27,84.33
2013-11-01,Spain,40.4637,-3.7492,8.95,81.31
2013-11-01,Mexico,23.6345,-102.5528,17.65,72.62
2013-11-01,Indonesia,-0.7893,113.9213,28.45,61.78
2013-11-01,Nigeria,9.082,8.6753,26.05,60.36
2013-11-01,Egypt,26.8206,30.8025,16.04,78.37
2013-11-01,Saudi Arabia,23.8859,45.0792,17.51,76.35
2013-11-01,Sweden,60.1282,18.6435,-6.33,100.00
2013-11-01,Norway,60.472,8.4689,-6.57,100.00
2013-11-01,Chile,-35.6751,-71.543,15.58,72.76
2013-11-01,New Zealand,-40.9006,174.886,14.07,74.35
2013-12-01,United States,37.0902,-95.7129,-1.66,88.86
2013-12-01,Canada,56.1304,-106.3468,-21.52,100.00
2013-12-01,Brazil,-14.235,-51.9253,28.83,61.77
2013-12-01,United Kingdom,55.3781,-3.436,0.46,91.28
2013-12-01,Germany,51.1657,10.4515,-0.45,93.28
2013-12-01,India,20.5937,78.9629,16.33,78.54
2013-12-01,China,35.8617,104.1954,-1.27,95.31
2013-12-01,Australia,-25.2744,133.7751,31.76,56.02
2013-12-01,South Africa,-30.5595,22.9375,25.53,67.14
2013-12-01,Russia,61.524,105.3188,-27.78,100.00
2013-12-01,Japan,36.2048,138.2529,5.49,80.94
2013-12-01,Argentina,-38.4161,-63.6167,23.52,69.18
2013-12-01,France,46.2276,2.2137,1.89,88.37
2013-12-01,Italy,41.8719,12.5674,3.77,86.84
2013-12-01,Spain,40.4637,-3.7492,5.96,87.80
2013-12-01,Mexico,23.6345,-102.5528,13.07,76.71
2013-12-01,Indonesia,-0.7893,113.9213,29.19,54.28
2013-12-01,Nigeria,9.082,8.6753,22.64,65.99
2013-12-01,Egypt,26.8206,30.8025,13.88,68.86
2013-12-01,Saudi Arabia,23.8859,45.0792,12.16,78.25
2013-12-01,Sweden,60.1282,18.6435,-11.47,100.00
2013-12-01,Norway,60.472,8.4689,-10.81,100.00
2013-12-01,Chile,-35.6751,-71.543,18.48,65.33
2013-12-01,New Zealand,-40.9006,174.886,17.02,66.66
2014-01-01,United States,37.0902,-95.7129,-3.03,98.77
2014-01-01,Canada,56.1304,-106.3468,-25.55,100.00
2014-01-01,Brazil,-14.235,-51.9253,31.23,52.09
2014-01-01,United Kingdom,55.3781,-3.436,1.21,90.71
2014-01-01,Germany,51.1657,10.4515,-3.76,100.00
2014-01-01,India,20.5937,78.9629,13.62,69.49
2014-01-01,China,35.8617,104.1954,-4.50,91.30
2014-01-01,Australia,-25.2744,133.7751,33.39,49.05
2014-01-01,South Africa,-30.5595,22.9375,26.04,57.53
2014-01-01,Russia,61.524,105.3188,-29.94,100.00
2014-01-01,Japan,36.2048,138.2529,2.12,94.37
2014-01-01,Argentina,-38.4161,-63.6167,24.91,63.66
2014-01-01,France,46.2276,2.2137,2.04,89.49
2014-01-01,Italy,41.8719,12.5674,2.34,90.78
2014-01-01,Spain,40.4637,-3.7492,3.44,82.30
2014-01-01,Mexico,23.6345,-102.5528,13.54,70.77
2014-01-01,Indonesia,-0.7893,113.9213,29.27,63.98
2014-01-01,Nigeria,9.082,8.6753,23.99,57.77
2014-01-01,Egypt,26.8206,30.8025,11.57,79.25
2014-01-01,Saudi Arabia,23.8859,45.0792,10.72,83.28
2014-01-01,Sweden,60.1282,18.6435,-13.78,100.00
2014-01-01,Norway,60.472,8.4689,-14.09,100.00
2014-01-01,Chile,-35.6751,-71.543,19.85,73.69
2014-01-01,New Zealand,-40.9006,174.886,18.91,65.89
2014-02-01,United States,37.0902,-95.7129,-1.17,99.16
2014-02-01,Canada,56.1304,-106.3468,-21.58,100.00
2014-02-01,Brazil,-14.235,-51.9253,30.09,63.73
2014-02-01,United Kingdom,55.3781,-3.436,0.46,96.62
2014-02-01,Germany,51.1657,10.4515,-0.86,94.35
2014-02-01,India,20.5937,78.9629,16.14,72.96
2014-02-01,China,35.8617,104.1954,-2.01,99.81
2014-02-01,Australia,-25.2744,133.7751,30.28,50.90
2014-02-01,South Africa,-30.5595,22.9375,25.21,63.41
2014-02-01,Russia,61.524,105.3188,-25.56,100.00
2014-02-01,Japan,36.2048,138.2529,3.83,86.41
2014-02-01,Argentina,-38.4161,-63.6167,23.63,65.74
2014-02-01,France,46.2276,2.2137,1.60,91.27
2014-02-01,Italy,41.8719,12.5674,4.63,87.64
2014-02-01,Spain,40.4637,-3.7492,5.64,81.76
2014-02-01,Mexico,23.6345,-102.5528,13.73,69.33
2014-02-01,Indonesia,-0.7893,113.9213,28.85,58.94
2014-02-01,Nigeria,9.082,8.6753,24.09,67.93
2014-02-01,Egypt,26.8206,30.8025,13.10,83.42
2014-02-01,Saudi Arabia,23.8859,45.0792,13.03,73.36
2014-02-01,Sweden,60.1282,18.6435,-11.96,100.00
2014-02-01,Norway,60.472,8.4689,-12.06,100.00
2014-02-01,Chile,-35.6751,-71.543,20.19,62.89
2014-02-01,New Zealand,-40.9006,174.886,18.39,66.36
2014-03-01,United States,37.0902,-95.7129,4.05,87.95
2014-03-01,Canada,56.1304,-106.3468,-15.86,100.00
2014-03-01,Brazil,-14.235,-51.9253,27.22,59.91
2014-03-01,United Kingdom,55.3781,-3.436,4.11,93.23
2014-03-01,Germany,51.1657,10.4515,2.35,90.81
2014-03-01,India,20.5937,78.9629,19.93,68.93
2014-03-01,China,35.8617,104.1954,4.80,87.69
2014-03-01,Australia,-25.2744,133.7751,26.18,57.89
2014-03-01,South Africa,-30.5595,22.9375,21.83,72.91
2014-03-01,Russia,61.524,105.3188,-16.86,100.00
2014-03-01,Japan,36.2048,138.2529,9.56,79.14
2014-03-01,Argentina,-38.4161,-63.6167,20.05,67.62
2014-03-01,France,46.2276,2.2137,5.23,80.97
2014-03-01,Italy,41.8719,12.5674,8.13,89.50
2014-03-01,Spain,40.4637,-3.7492,8.92,78.29
2014-03-01,Mexico,23.6345,-102.5528,17.42,75.54
2014-03-01,Indonesia,-0.7893,113.9213,27.25,64.50
2014-03-01,Nigeria,9.082,8.6753,24.43,68.36
2014-03-01,Egypt,26.8206,30.8025,18.21,76.01
2014-03-01,Saudi Arabia,23.8859,45.0792,18.14,72.34
2014-03-01,Sweden,60.1282,18.6435,-5.69,100.00
2014-03-01,Norway,60.472,8.4689,-4.88,98.96
2014-03-01,Chile,-35.6751,-71.543,15.23,78.63
2014-03-01,New Zealand,-40.9006,174.886,14.10,70.82
2014-04-01,United States,37.0902,-95.7129,11.20,86.81
2014-04-01,Canada,56.1304,-106.3468,-4.31,100.00
2014-04-01,Brazil,-14.235,-51.9253,24.91,57.04
2014-04-01,United Kingdom,55.3781,-3.436,9.45,87.68
2014-04-01,Germany,51.1657,10.4515,7.92,89.18
2014-04-01,India,20.5937,78.9629,25.18,56.22
2014-04-01,China,35.8617,104.1954,13.61,74.11
2014-04-01,Australia,-25.2744,133.7751,22.12,62.60
2014-04-01,South Africa,-30.5595,22.9375,17.01,70.85
2014-04-01,Russia,61.524,105.3188,-3.75,90.16
2014-04-01,Japan,36.2048,138.2529,15.44,68.03
2014-04-01,Argentina,-38.4161,-63.6167,14.87,72.57
2014-04-01,France,46.2276,2.2137,12.33,84.48
2014-04-01,Italy,41.8719,12.5674,14.25,77.34
2014-04-01,Spain,40.4637,-3.7492,15.49,77.82
2014-04-01,Mexico,23.6345,-102.5528,20.74,64.84
2014-04-01,Indonesia,-0.7893,113.9213,27.41,63.16
2014-04-01,Nigeria,9.082,8.6753,26.49,59.33
2014-04-01,Egypt,26.8206,30.8025,21.19,73.26
2014-04-01,Saudi Arabia,23.8859,45.0792,25.89,69.40
2014-04-01,Sweden,60.1282,18.6435,2.87,91.11
2014-04-01,Norway,60.472,8.4689,2.34,89.95
2014-04-01,Chile,-35.6751,-71.543,13.27,72.22
2014-04-01,New Zealand,-40.9006,174.886,10.55,82.88
2014-05-01,United States,37.0902,-95.7129,19.60,70.82
2014-05-01,Canada,56.1304,-106.3468,5.12,86.05
2014-05-01,Brazil,-14.235,-51.9253,23.78,58.21
2014-05-01,United Kingdom,55.3781,-3.436,14.87,78.99
2014-05-01,Germany,51.1657,10.4515,16.19,72.89
2014-05-01,India,20.5937,78.9629,30.23,61.00
2014-05-01,China,35.8617,104.1954,22.71,71.38
2014-05-01,Australia,-25.2744,133.7751,17.96,75.04
2014-05-01,South Africa,-30.5595,22.9375,14.23,69.22
2014-05-01,Russia,61.524,105.3188,8.23,85.57
2014-05-01,Japan,36.2048,138.2529,20.44,75.62
2014-05-01,Argentina,-38.4161,-63.6167,7.92,87.84
2014-05-01,France,46.2276,2.2137,16.77,65.91
2014-05-01,Italy,41.8719,12.5674,19.24,68.89
2014-05-01,Spain,40.4637,-3.7492,21.32,60.73
2014-05-01,Mexico,23.6345,-102.5528,26.05,66.90
2014-05-01,Indonesia,-0.7893,113.9213,26.70,63.52
2014-05-01,Nigeria,9.082,8.6753,29.47,64.08
2014-05-01,Egypt,26.8206,30.8025,27.60,66.51
2014-05-01,Saudi Arabia,23.8859,45.0792,32.49,57.26
2014-05-01,Sweden,60.1282,18.6435,10.99,80.28
2014-05-01,Norway,60.472,8.4689,10.46,87.59
2014-05-01,Chile,-35.6751,-71.543,8.43,84.98
2014-05-01,New Zealand,-40.9006,174.886,6.57,85.15
2014-06-01,United States,37.0902,-95.7129,25.65,65.61
2014-06-01,Canada,56.1304,-106.3468,12.61,75.85
2014-06-01,Brazil,-14.235,-51.9253,21.72,70.73
2014-06-01,United Kingdom,55.3781,-3.436,17.78,71.13
2014-06-01,Germany,51.1657,10.4515,18.62,75.01
2014-06-01,India,20.5937,78.9629,32.11,56.83
2014-06-01,China,35.8617,104.1954,30.08,56.76
2014-06-01,Australia,-25.2744,133.7751,14.69,76.41
2014-06-01,South Africa,-30.5595,22.9375,11.57,80.73
2014-06-01,Russia,61.524,105.3188,15.65,75.28
2014-06-01,Japan,36.2048,138.2529,25.69,60.41
2014-06-01,Argentina,-38.4161,-63.6167,6.64,79.09
2014-06-01,France,46.2276,2.2137,20.13,73.27
2014-06-01,Italy,41.8719,12.5674,25.28,58.04
2014-06-01,Spain,40.4637,-3.7492,24.60,66.36
2014-06-01,Mexico,23.6345,-102.5528,26.96,64.58
2014-06-01,Indonesia,-0.7893,113.9213,25.00,68.83
2014-06-01,Nigeria,9.082,8.6753,31.44,55.88
2014-06-01,Egypt,26.8206,30.8025,32.02,50.88
2014-06-01,Saudi Arabia,23.8859,45.0792,37.77,42.24
2014-06-01,Sweden,60.1282,18.6435,19.70,62.50
2014-06-01,Norway,60.472,8.4689,16.31,71.16
2014-06-01,Chile,-35.6751,-71.543,5.05,94.15
2014-06-01,New Zealand,-40.9006,174.886,4.68,85.08
2014-07-01,United States,37.0902,-95.7129,27.09,65.19
2014-07-01,Canada,56.1304,-106.3468,15.61,73.78
2014-07-01,Brazil,-14.235,-51.9253,18.95,76.45
2014-07-01,United Kingdom,55.3781,-3.436,21.39,62.16
2014-07-01,Germany,51.1657,10.4515,20.86,61.19
2014-07-01,India,20.5937,78.9629,33.85,52.56
2014-07-01,China,35.8617,104.1954,31.99,47.92
2014-07-01,Australia,-25.2744,133.7751,13.25,71.84
2014-07-01,South Africa,-30.5595,22.9375,9.44,82.89
2014-07-01,Russia,61.524,105.3188,19.05,66.61
2014-07-01,Japan,36.2048,138.2529,26.32,56.37
2014-07-01,Argentina,-38.4161,-63.6167,4.39,89.45
2014-07-01,France,46.2276,2.2137,19.93,73.61
2014-07-01,Italy,41.8719,12.5674,26.35,65.54
2014-07-01,Spain,40.4637,-3.7492,26.43,67.28
2014-07-01,Mexico,23.6345,-102.5528,29.46,62.04
2014-07-01,Indonesia,-0.7893,113.9213,24.82,57.69
2014-07-01,Nigeria,9.082,8.6753,30.71,57.85
2014-07-01,Egypt,26.8206,30.8025,31.19,52.96
2014-07-01,Saudi Arabia,23.8859,45.0792,40.86,43.55
2014-07-01,Sweden,60.1282,18.6435,20.18,70.49
2014-07-01,Norway,60.472,8.4689,17.34,72.26
2014-07-01,Chile,-35.6751,-71.543,4.32,87.65
2014-07-01,New Zealand,-40.9006,174.886,2.67,89.72
2014-08-01,United States,37.0902,-95.7129,25.92,57.62
2014-08-01,Canada,56.1304,-106.3468,11.97,71.93
2014-08-01,Brazil,-14.235,-51.9253,19.85,69.76
2014-08-01,United Kingdom,55.3781,-3.436,18.78,72.13
2014-08-01,Germany,51.1657,10.4515,20.57,65.37
2014-08-01,India,20.5937,78.9629,32.31,57.63
2014-08-01,China,35.8617,104.1954,30.35,53.37
2014-08-01,Australia,-25.2744,133.7751,14.22,76.05
2014-08-01,South Africa,-30.5595,22.9375,10.40,80.52
2014-08-01,Russia,61.524,105.3188,16.81,74.66
2014-08-01,Japan,36.2048,138.2529,26.42,58.65
2014-08-01,Argentina,-38.4161,-63.6167,6.31,81.24
2014-08-01,France,46.2276,2.2137,19.15,69.37
2014-08-01,Italy,41.8719,12.5674,25.55,63.10
2014-08-01,Spain,40.4637,-3.7492,24.76,55.99
2014-08-01,Mexico,23.6345,-102.5528,27.41,53.90
2014-08-01,Indonesia,-0.7893,113.9213,25.76,64.71
2014-08-01,Nigeria,9.082,8.6753,30.25,63.37
2014-08-01,Egypt,26.8206,30.8025,29.65,63.67
2014-08-01,Saudi Arabia,23.8859,45.0792,37.15,51.76
2014-08-01,Sweden,60.1282,18.6435,17.66,75.08
2014-08-01,Norway,60.472,8.4689,14.85,77.40
2014-08-01,Chile,-35.6751,-71.543,5.26,92.68
2014-08-01,New Zealand,-40.9006,174.886,4.08,81.10
2014-09-01,United States,37.0902,-95.7129,18.51,76.91
2014-09-01,Canada,56.1304,-106.3468,6.32,87.58
2014-09-01,Brazil,-14.235,-51.9253,23.84,59.37
2014-09-01,United Kingdom,55.3781,-3.436,15.13,75.71
2014-09-01,Germany,51.1657,10.4515,14.82,80.53
2014-09-01,India,20.5937,78.9629,28.14,63.51
2014-09-01,China,35.8617,104.1954,22.95,70.81
2014-09-01,Australia,-25.2744,133.7751,17.44,71.79
2014-09-01,South Africa,-30.5595,22.9375,14.73,81.49
2014-09-01,Russia,61.524,105.3188,6.80,77.60
2014-09-01,Japan,36.2048,138.2529,20.35,66.45
2014-09-01,Argentina,-38.4161,-63.6167,9.66,79.00
2014-09-01,France,46.2276,2.2137,15.27,67.89
2014-09-01,Italy,41.8719,12.5674,19.09,68.16
2014-09-01,Spain,40.4637,-3.7492,21.01,74.74
2014-09-01,Mexico,23.6345,-102.5528,25.14,60.93
2014-09-01,Indonesia,-0.7893,113.9213,25.24,60.61
2014-09-01,Nigeria,9.082,8.6753,29.39,51.82
2014-09-01,Egypt,26.8206,30.8025,26.58,66.36
2014-09-01,Saudi Arabia,23.8859,45.0792,33.23,47.48
2014-09-01,Sweden,60.1282,18.6435,11.89,82.99
2014-09-01,Norway,60.472,8.4689,8.96,75.40
2014-09-01,Chile,-35.6751,-71.543,9.09,88.21
2014-09-01,New Zealand,-40.9006,174.886,6.62,85.83
2014-10-01,United States,37.0902,-95.7129,11.34,86.34
2014-10-01,Canada,56.1304,-106.3468,-6.03,96.94
2014-10-01,Brazil,-14.235,-51.9253,24.50,60.44
2014-10-01,United Kingdom,55.3781,-3.436,9.11,83.89
2014-10-01,Germany,51.1657,10.4515,9.04,80.64
2014-10-01,India,20.5937,78.9629,22.95,71.88
2014-10-01,China,35.8617,104.1954,14.85,75.38
2014-10-01,Australia,-25.2744,133.7751,21.99,67.51
2014-10-01,South Africa,-30.5595,22.9375,18.15,64.44
2014-10-01,Russia,61.524,105.3188,-6.01,94.37
2014-10-01,Japan,36.2048,138.2529,14.11,73.06
2014-10-01,Argentina,-38.4161,-63.6167,13.05,82.79
2014-10-01,France,46.2276,2.2137,10.80,82.09
2014-10-01,Italy,41.8719,12.5674,14.08,73.81
2014-10-01,Spain,40.4637,-3.7492,15.26,68.83
2014-10-01,Mexico,23.6345,-102.5528,21.74,59.73
2014-10-01,Indonesia,-0.7893,113.9213,27.57,53.34
2014-10-01,Nigeria,9.082,8.6753,28.12,64.20
2014-10-01,Egypt,26.8206,30.8025,21.41,62.28
2014-10-01,Saudi Arabia,23.8859,45.0792,24.25,67.03
2014-10-01,Sweden,60.1282,18.6435,3.94,88.76
2014-10-01,Norway,60.472,8.4689,3.05,83.41
2014-10-01,Chile,-35.6751,-71.543,13.35,75.13
2014-10-01,New Zealand,-40.9006,174.886,11.53,82.42
2014-11-01,United States,37.0902,-95.7129,3.43,85.04
2014-11-01,Canada,56.1304,-106.3468,-13.82,100.00
2014-11-01,Brazil,-14.235,-51.9253,27.70,58.33
2014-11-01,United Kingdom,55.3781,-3.436,5.73,90.61
2014-11-01,Germany,51.1657,10.4515,4.15,94.44
2014-11-01,India,20.5937,78.9629,18.85,76.57
2014-11-01,China,35.8617,104.1954,4.42,83.36
2014-11-01,Australia,-25.2744,133.7751,25.97,56.33
2014-11-01,South Africa,-30.5595,22.9375,22.42,69.66
2014-11-01,Russia,61.524,105.3188,-17.93,100.00
2014-11-01,Japan,36.2048,138.2529,9.84,79.61
2014-11-01,Argentina,-38.4161,-63.6167,18.02,67.08
2014-11-01,France,46.2276,2.2137,5.62,81.61
2014-11-01,Italy,41.8719,12.5674,7.22,86.66
2014-11-01,Spain,40.4637,-3.7492,8.17,78.48
2014-11-01,Mexico,23.6345,-102.5528,17.03,66.13
2014-11-01,Indonesia,-0.7893,113.9213,28.42,61.60
2014-11-01,Nigeria,9.082,8.6753,25.92,56.73
2014-11-01,Egypt,26.8206,30.8025,17.14,69.74
2014-11-01,Saudi Arabia,23.8859,45.0792,17.88,71.86
2014-11-01,Sweden,60.1282,18.6435,-7.08,100.00
2014-11-01,Norway,60.472,8.4689,-6.47,93.97
2014-11-01,Chile,-35.6751,-71.543,14.96,74.94
2014-11-01,New Zealand,-40.9006,174.886,14.90,77.55
2014-12-01,United States,37.0902,-95.7129,-1.99,99.52
2014-12-01,Canada,56.1304,-106.3468,-21.10,100.00
2014-12-01,Brazil,-14.235,-51.9253,30.55,56.20
2014-12-01,United Kingdom,55.3781,-3.436,0.30,89.39
2014-12-01,Germany,51.1657,10.4515,-1.41,88.44
2014-12-01,India,20.5937,78.9629,14.45,78.64
2014-12-01,China,35.8617,104.1954,-1.30,88.15
2014-12-01,Australia,-25.2744,133.7751,29.69,58.16
2014-12-01,South Africa,-30.5595,22.9375,25.73,62.04
